_id,公司名称,产品名称,产品类别,设计类型,产品特殊属性,承保方式,保险期间类型,产品交费方式,产品条款文字编码,产品销售状态,停止销售日期,PDF文件
5b531445f1ad32a783dfb9a6,同方全球人寿保险有限公司,海康附加「增划算」住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,海康人寿[2009]医疗保险047号,在售, ,http://www.iachina.cn/IC/tkk/03/54bceae2-b0ce-4c4e-9e53-f23edb8f319d_TERMS.PDF
5b531445f1ad32a783dfb9a7,同方全球人寿保险有限公司,海康附加团体住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,分期交费一次性交费兼有,海康人寿[2009]医疗保险033号,停用,2016-07-20,http://www.iachina.cn/IC/tkk/03/4ecaf621-267e-4f3d-b2d5-7f0d1b0c915d_TERMS.PDF
5b531445f1ad32a783dfb9a8,同方全球人寿保险有限公司,海康附加住院津贴医疗保险(B款),健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费一次性交费兼有,海康人寿[2011]医疗保险007号,停用,2015-10-08,http://www.iachina.cn/IC/tkk/03/3a73fd8a-2025-4fcf-ab79-a79b3c7f770d_TERMS.PDF
5b531445f1ad32a783dfb9a9,同方全球人寿保险有限公司,海康附加「全都宝」意外伤害住院津贴医疗保险(B款),健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,海康人寿[2011]医疗保险021号,停用,2015-10-08,http://www.iachina.cn/IC/tkk/03/36ad65d4-c844-4fc6-bf8f-81b5595f3e7c_TERMS.PDF
5b531445f1ad32a783dfb9aa,同方全球人寿保险有限公司,海康附加住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费一次性交费兼有,海康人寿[2009]医疗保险040号,停用,2015-10-08,http://www.iachina.cn/IC/tkk/03/35772452-75f2-429f-a4c6-2b46f068d39b_TERMS.PDF
5b531445f1ad32a783dfb9ab,同方全球人寿保险有限公司,海康附加「奔驰一生」意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,海康人寿[2012]医疗保险023号,停售,2014-01-01,http://www.iachina.cn/IC/tkk/03/ee44b4dc-b3a6-408d-b958-4cd55b49bea3_TERMS.PDF
5b531445f1ad32a783dfb9ac,恒安标准人寿保险有限公司,恒安标准附加意外伤害住院津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,恒安标准人寿[2009]医疗保险064号,停用,2011-01-05,http://www.iachina.cn/IC/tkk/03/a2c8b297-50a9-4ce7-9d87-b3bc5dbcef2b_TERMS.PDF
5b531445f1ad32a783dfb9ad,同方全球人寿保险有限公司,海康附加「顺心」住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费一次性交费兼有,海康人寿[2009]医疗保险017号,在售, ,http://www.iachina.cn/IC/tkk/03/5e87d2a3-782f-4095-927d-9827095825ba_TERMS.PDF
5b531445f1ad32a783dfb9ae,华汇人寿保险股份有限公司,华汇人寿附加乐享安康医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,华汇人寿（2012）医疗保险028号,停售,2018-05-21,http://www.iachina.cn/IC/tkk/03/ef1e3574-b53a-454e-8d63-8a6dc4d2da84_TERMS.PDF
5b531445f1ad32a783dfb9af,华汇人寿保险股份有限公司,华汇人寿附加团体意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,华汇人寿（2012）医疗保险037号,在售, ,http://www.iachina.cn/IC/tkk/03/90887680-a760-4df9-a0f3-74387574b518_TERMS.PDF
5b531445f1ad32a783dfb9b0,同方全球人寿保险有限公司,海康附加「e畅无忧」意外伤害住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,海康人寿[2012]医疗保险025号,停用,2016-07-20,http://www.iachina.cn/IC/tkk/03/2f0bcfb0-667c-43ea-8be6-402fb88543a7_TERMS.PDF
5b531445f1ad32a783dfb9b1,华汇人寿保险股份有限公司,华汇人寿附加团体住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,华汇人寿（2012）医疗保险017号,在售, ,http://www.iachina.cn/IC/tkk/03/2360df7c-bfe9-4904-80e8-d854d11f4374_TERMS.PDF
5b531445f1ad32a783dfb9b2,华汇人寿保险股份有限公司,华汇人寿附加住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,一次性交费,华汇人寿（2012）医疗保险024号,停售,2018-05-21,http://www.iachina.cn/IC/tkk/03/58f752b5-8ca8-44c5-8ff7-99d360e0cc6a_TERMS.PDF
5b531445f1ad32a783dfb9b3,华泰人寿保险股份有限公司,华泰人寿附加住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,华泰人寿[2009]医疗保险026号,在售, ,http://www.iachina.cn/IC/tkk/03/e6ef4580-066f-4646-a7ba-f24386bea0f3_TERMS.PDF
5b531445f1ad32a783dfb9b4,华泰人寿保险股份有限公司,华泰人寿附加百万爱驾意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,华泰人寿[2013]医疗保险007号,在售, ,http://www.iachina.cn/IC/tkk/03/b9f1d746-cc40-40c4-bc0e-995ace40174b_TERMS.PDF
5b531445f1ad32a783dfb9b5,同方全球人寿保险有限公司,海康附加长期意外伤害住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,海康人寿[2013]医疗保险018号,停用,2016-07-20,http://www.iachina.cn/IC/tkk/03/a4208dcb-65e8-445c-b1da-3071d2996095_TERMS.PDF
5b531445f1ad32a783dfb9b6,华泰人寿保险股份有限公司,华泰人寿附加意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,华泰人寿[2009]医疗保险040号,停售,2014-06-17,http://www.iachina.cn/IC/tkk/03/74887dd8-21e4-4c39-94d3-29c25e7ffcbd_TERMS.PDF
5b531445f1ad32a783dfb9b7,华泰人寿保险股份有限公司,华泰人寿附加吉康住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,华泰人寿[2010]医疗保险006号,在售, ,http://www.iachina.cn/IC/tkk/03/6820d712-0976-4fed-b566-9984e3e1816b_TERMS.PDF
5b531445f1ad32a783dfb9b8,华泰人寿保险股份有限公司,华泰人寿附加团体意外伤害住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,华泰人寿[2009]医疗保险074号,停用,2018-07-12,http://www.iachina.cn/IC/tkk/03/9f46c331-c949-4ff3-bbc1-2a25a90b2565_TERMS.PDF
5b531445f1ad32a783dfb9b9,华泰人寿保险股份有限公司,华泰人寿附加住院津贴医疗保险B款（通过电话渠道销售）,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,华泰人寿[2009]医疗保险054号,在售, ,http://www.iachina.cn/IC/tkk/03/4c2eba67-76ea-4e26-b07a-813a346b00db_TERMS.PDF
5b531445f1ad32a783dfb9bb,华夏人寿保险股份有限公司,华夏附加住院给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,一次性交费,华夏人寿[2010]医疗保险021号,停售,2017-05-27,http://www.iachina.cn/IC/tkk/03/e891f40d-0b48-440c-8911-eee3b393cff2_TERMS.PDF
5b531445f1ad32a783dfb9bc,华夏人寿保险股份有限公司,华夏意外团体住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,华夏人寿[2009]医疗保险020号,在售, ,http://www.iachina.cn/IC/tkk/03/e5ba6755-9ed1-4f45-985b-73f7647dcc96_TERMS.PDF
5b531445f1ad32a783dfb9bd,华泰人寿保险股份有限公司,华泰人寿附加团体住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,华泰人寿[2009]医疗保险075号,在售, ,http://www.iachina.cn/IC/tkk/03/9903a1bd-09c0-424a-9e26-f3f1fb369e6b_TERMS.PDF
5b531445f1ad32a783dfb9be,华夏人寿保险股份有限公司,华夏附加意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,华夏人寿[2009]医疗保险013号,在售, ,http://www.iachina.cn/IC/tkk/03/dd3a46f9-551a-4911-bc64-bc015cac2254_TERMS.PDF
5b531445f1ad32a783dfb9c0,华夏人寿保险股份有限公司,华夏附加每日重症监护给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,华夏人寿[2010]医疗保险016号,停售,2017-05-27,http://www.iachina.cn/IC/tkk/03/cfa0a886-1416-4483-b978-5bee53de640d_TERMS.PDF
5b531445f1ad32a783dfb9c1,华夏人寿保险股份有限公司,华夏团体住院给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,华夏人寿[2009]医疗保险028号,在售, ,http://www.iachina.cn/IC/tkk/03/881e0dca-c165-48d6-9aae-8e7104d243be_TERMS.PDF
5b531445f1ad32a783dfb9c2,华夏人寿保险股份有限公司,华夏附加每日住院给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,华夏人寿[2010]医疗保险015号,停售,2017-05-27,http://www.iachina.cn/IC/tkk/03/8674e731-5a00-49a3-be28-ad598bb798df_TERMS.PDF
5b531445f1ad32a783dfb9c4,吉祥人寿保险股份有限公司,吉祥人寿附加交通意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2013]医疗保险022号,停用,2013-11-21,http://www.iachina.cn/IC/tkk/03/e834b54c-5b06-4a17-be22-e1cd243a2620_TERMS.PDF
5b531445f1ad32a783dfb9c5,吉祥人寿保险股份有限公司,吉祥人寿附加美满无忧B款住院定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,吉祥人寿[2013]医疗保险032号,停售,2017-10-16,http://www.iachina.cn/IC/tkk/03/eb927fa6-7fcf-49b8-9b50-c08bd46a5fdd_TERMS.PDF
5b531445f1ad32a783dfb9c6,华夏人寿保险股份有限公司,附加长安意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,华夏人寿[2009]医疗保险045号,停售,2013-01-20,http://www.iachina.cn/IC/tkk/03/daa1fca0-033d-4a83-98ac-46949d50f848_TERMS.PDF
5b531445f1ad32a783dfb9c7,吉祥人寿保险股份有限公司,吉祥人寿世纪吉祥团体住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,吉祥人寿[2013]医疗保险037号,停售,2015-07-06,http://www.iachina.cn/IC/tkk/03/d5e424fd-53ce-4b17-88e4-dc3d1dbfc859_TERMS.PDF
5b531445f1ad32a783dfb9c8,吉祥人寿保险股份有限公司,吉祥人寿附加学生儿童意外伤害住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,学生平安保险,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2012]医疗保险019号,停用,2013-11-21,http://www.iachina.cn/IC/tkk/03/bdc1805f-0cbf-4ae7-94dd-4721f7bfbfb3_TERMS.PDF
5b531445f1ad32a783dfb9c9,吉祥人寿保险股份有限公司,吉祥人寿世纪吉祥个人住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2013]医疗保险006号,停用,2013-11-21,http://www.iachina.cn/IC/tkk/03/dfcbd889-74e0-46f0-a1ac-493431b1ae8c_TERMS.PDF
5b531445f1ad32a783dfb9ca,吉祥人寿保险股份有限公司,吉祥人寿附加美满无忧住院定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,吉祥人寿[2013]医疗保险001号,停售,2017-10-16,http://www.iachina.cn/IC/tkk/03/a8715bec-5008-4cde-9a79-80a40bce787a_TERMS.PDF
5b531445f1ad32a783dfb9cb,吉祥人寿保险股份有限公司,吉祥人寿附加意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2013]医疗保险056号,在售, ,http://www.iachina.cn/IC/tkk/03/8832cb72-dc78-4394-86ee-031c5e7f0cae_TERMS.PDF
5b531445f1ad32a783dfb9cc,吉祥人寿保险股份有限公司,吉祥人寿吉祥一生个人住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2012]医疗保险007号,停用,2013-11-21,http://www.iachina.cn/IC/tkk/03/923e8490-e00e-4824-9042-f43fc67a1131_TERMS.PDF
5b531445f1ad32a783dfb9cd,吉祥人寿保险股份有限公司,吉祥人寿附加交通意外伤害住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2013]医疗保险060号,停售,2017-03-07,http://www.iachina.cn/IC/tkk/03/6abd2c7b-1dc1-4c8d-a8f0-08c534a62671_TERMS.PDF
5b531445f1ad32a783dfb9cf,吉祥人寿保险股份有限公司,吉祥人寿世纪吉祥个人住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2013]医疗保险036号,停售,2015-07-06,http://www.iachina.cn/IC/tkk/03/4b21ef14-dd63-46bb-a41d-0c5ad8b1dbe1_TERMS.PDF
5b531445f1ad32a783dfb9d0,吉祥人寿保险股份有限公司,吉祥人寿附加住院定额给付团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,吉祥人寿[2012]医疗保险028号,停用,2013-11-21,http://www.iachina.cn/IC/tkk/03/5e57ce5a-7faa-4e56-850e-0a7af51ffc93_TERMS.PDF
5b531445f1ad32a783dfb9d1,吉祥人寿保险股份有限公司,吉祥人寿祥和人生意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2012]医疗保险040号,停用,2013-11-21,http://www.iachina.cn/IC/tkk/03/4a9232fb-b7a4-4ff0-890a-140918722cb9_TERMS.PDF
5b531445f1ad32a783dfb9d2,吉祥人寿保险股份有限公司,吉祥人寿附加意外伤害住院定额给付团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,吉祥人寿[2013]医疗保险050号,在售, ,http://www.iachina.cn/IC/tkk/03/428e75f1-63ab-4c80-b9d7-ab268c2f129a_TERMS.PDF
5b531445f1ad32a783dfb9d3,吉祥人寿保险股份有限公司,吉祥人寿附加学生儿童意外伤害住院定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,学生平安保险,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2013]医疗保险044号,停售,2017-03-07,http://www.iachina.cn/IC/tkk/03/3f144f30-c53e-495f-8571-75c1e826ae78_TERMS.PDF
5b531445f1ad32a783dfb9d4,吉祥人寿保险股份有限公司,吉祥人寿附加意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,吉祥人寿[2012]医疗保险006号,停用,2013-11-21,http://www.iachina.cn/IC/tkk/03/334bd70f-5366-4c5a-9997-7ae2de588e5e_TERMS.PDF
